company_name,high,low,last_price,prev_close,change,percent_gain
Concord Biotech,"1,547.70","1,406.60","1,523.00","1,396.60",126.4,9.05
KPR Mill,"1,217.00","1,088.00","1,188.85","1,101.20",87.65,7.96
Niva Bupa Healt,92.90,86.11,87.30,81.03,6.27,7.74
CRISIL,"5,050.00","4,690.20","5,010.30","4,700.40",309.9,6.59
Kirloskar Bros,"1,871.90","1,746.40","1,840.00","1,746.30",93.7,5.37
Netweb,"1,725.00","1,558.00","1,632.30","1,554.40",77.9,5.01
Apar Ind,"6,399.00","5,809.50","6,031.00","5,768.00",263,4.56
Intellect Desig,884.95,819.00,842.80,814.05,28.75,3.53
Firstsource Sol,327.75,314.60,324.35,313.85,10.5,3.35
Zensar Tech,728.45,701.00,720.75,699.65,21.1,3.02
Timken,"2,865.00","2,675.90","2,780.90","2,703.80",77.1,2.85
TBO Tek,"1,208.00","1,121.20","1,147.00","1,117.30",29.7,2.66
Inventurus Know,"1,558.00","1,466.60","1,493.80","1,455.80",38,2.61
Saregama India,552.00,528.05,547.05,534.60,12.45,2.33
Cera Sanitary,"5,848.00","5,372.00","5,521.00","5,401.50",119.5,2.21
SBFC Finance,102.75,97.45,99.37,97.22,2.15,2.21
Amara Raja,"1,004.50",944.00,963.20,942.45,20.75,2.2
Welspun Living,147.50,134.57,137.89,134.98,2.91,2.16
Caplin Labs,"1,923.00","1,870.00","1,901.80","1,862.50",39.3,2.11
Mastek,"2,223.00","2,091.00","2,138.60","2,094.40",44.2,2.11
Data Patterns,"2,297.00","2,185.50","2,202.30","2,158.20",44.1,2.04
COFORGE LTD.,"7,929.00","7,620.00","7,754.50","7,600.00",154.5,2.03
Schaeffler Ind,"3,750.00","3,611.50","3,692.70","3,621.40",71.3,1.97
Endurance Techn,"2,125.00","2,009.00","2,061.90","2,022.60",39.3,1.94
Neuland Lab,"13,170.00","12,100.00","12,324.00","12,096.00",228,1.88
Canara Bank,98.17,92.93,95.37,93.67,1.7,1.81
Canara Bank,98.17,92.93,95.37,93.67,1.7,1.81
Triveni Turbine,536.50,518.00,526.10,517.00,9.1,1.76
ZFCVINDIA,"12,760.00","12,301.00","12,632.00","12,425.00",207,1.67
Campus Active,247.35,240.50,244.76,241.04,3.72,1.54
Jyoti CNC Auto,"1,221.00","1,173.60","1,185.80","1,168.60",17.2,1.47
APTUS VALUE,331.85,317.50,324.85,320.20,4.65,1.45
Zee Entertain,115.90,108.80,111.16,109.62,1.54,1.4
Trident,28.53,27.41,27.82,27.48,0.34,1.24
Himadri Special,434.90,422.50,430.55,425.40,5.15,1.21
IGIL,358.95,341.10,346.00,341.90,4.1,1.2
