company_name,high,low,last_price,prev_close,change,percent_gain
IFCI,72.00,60.34,70.31,61.06,9.25,15.15
Techno Electric,"1,464.00","1,337.00","1,438.00","1,250.70",187.30,14.98
Schneider Infra,791.40,695.95,778.70,697.95,80.75,11.57
ITI,340.15,312.30,340.15,309.25,30.90,9.99
MMTC Ltd,72.47,63.92,69.42,63.88,5.54,8.67
LIC India,948.00,888.00,942.00,871.25,70.75,8.12
Alok Industries,20.30,18.72,20.19,18.75,1.44,7.68
GlaxoSmithKline,"3,398.00","3,105.90","3,348.20","3,118.20",230.00,7.38
Deepak Fert,"1,449.80","1,360.10","1,444.70","1,355.40",89.30,6.59
Concord Biotech,"1,648.80","1,531.70","1,635.70","1,536.80",98.90,6.44
Triveni Engg,468.10,434.00,451.40,424.50,26.90,6.34
Hitachi Energy,"18,550.00","17,282.00","18,327.00","17,302.00","1,025.00",5.92
MRPL,151.80,140.00,148.83,140.64,8.19,5.82
Network 18,53.00,49.62,52.69,50.06,2.63,5.25
JM Financial,130.00,122.26,128.73,122.38,6.35,5.19
Chennai Petro,727.90,681.00,719.05,684.05,35.00,5.12
Zen Tech,"2,013.60","1,903.30","2,013.60","1,917.80",95.80,5
Campus Active,291.80,272.50,287.74,275.08,12.66,4.6
Authum Invest,"2,330.00","2,227.00","2,322.00","2,225.00",97.00,4.36
RITES,294.89,278.56,287.69,276.53,11.16,4.04
Jubilant Ing.,724.80,680.00,704.90,678.15,26.75,3.94
Welspun Corp,819.90,784.05,813.65,783.50,30.15,3.85
Netweb,"2,028.00","1,920.00","1,996.10","1,922.30",73.80,3.84
Balrampur Chini,585.90,558.20,579.40,558.15,21.25,3.81
CDSL,"1,524.90","1,466.10","1,519.30","1,465.80",53.50,3.65
Engineers India,212.45,203.63,211.38,204.05,7.33,3.59
Railtel,408.00,389.55,401.45,387.65,13.80,3.56
AFFLE 3I,"1,745.90","1,660.10","1,736.70","1,677.40",59.30,3.54
IGL,214.20,205.04,213.36,206.33,7.03,3.41
ACME Solar,255.40,247.98,253.97,246.09,7.88,3.2
Chola Fin Hold,"1,974.90","1,895.00","1,953.20","1,892.80",60.40,3.19
Bharti Hexacom,"1,827.10","1,726.20","1,785.00","1,730.60",54.40,3.14
J. K. Cement,"5,520.00","5,288.50","5,453.00","5,292.00",161.00,3.04
NTPC Green Ener,117.25,113.40,116.65,113.28,3.37,2.97
KEI Industries,"3,653.50","3,550.90","3,638.10","3,533.60",104.50,2.96
Sobha,"1,405.00","1,356.50","1,389.50","1,349.60",39.90,2.96
Bank of India,120.25,116.95,119.94,116.72,3.22,2.76
PI Industries,"3,865.00","3,738.30","3,855.50","3,752.00",103.50,2.76
Garden Reach Sh,"2,944.00","2,822.90","2,891.80","2,815.00",76.80,2.73
Eris Life,"1,619.00","1,574.10","1,610.70","1,570.50",40.20,2.56
Apar Ind,"7,899.00","7,630.50","7,839.00","7,646.00",193.00,2.52
Redington,270.70,262.50,267.62,261.04,6.58,2.52
CenturyPlyboard,778.90,751.35,775.25,756.30,18.95,2.51
BHEL,268.95,260.84,266.61,260.17,6.44,2.48
LT Foods,425.00,407.70,422.40,412.40,10.00,2.42
Ipca Labs,"1,510.00","1,445.60","1,494.80","1,459.60",35.20,2.41
Tanla Platforms,617.00,600.00,609.60,595.70,13.90,2.33
Canara Bank,111.48,108.48,110.94,108.43,2.51,2.31
Canara Bank,111.48,108.48,110.94,108.43,2.51,2.31
