company_name,high,low,last_price,prev_close,change,percent_gain
Sonata,447.25,369.30,421.55,376.00,45.55,12.11
Ceat,"3,361.10","3,020.30","3,332.00","3,060.40",271.60,8.87
R R Kabel,"1,074.40",960.30,"1,044.70",982.25,62.45,6.36
Schaeffler Ind,"3,566.00","3,287.50","3,472.90","3,282.80",190.10,5.79
Bharti Hexacom,"1,717.00","1,585.00","1,689.10","1,597.50",91.60,5.73
IGL,196.40,184.00,192.59,185.04,7.55,4.08
HDFC Life,749.80,712.10,743.70,715.05,28.65,4.01
Tube Investment,"2,934.40","2,786.30","2,898.60","2,797.50",101.10,3.61
Maruti Suzuki,"12,325.00","11,800.00","12,257.00","11,841.00",416.00,3.51
Apollo Tyres,475.30,454.30,471.90,455.95,15.95,3.5
Macrotech Dev,"1,362.70","1,303.10","1,329.30","1,288.00",41.30,3.21
JSW Energy,486.85,463.05,479.20,464.60,14.60,3.14
Balkrishna Ind,"2,690.00","2,575.00","2,675.10","2,597.70",77.40,2.98
Godrej Prop,"2,236.80","2,085.20","2,161.50","2,099.10",62.40,2.97
Jindal Stainles,585.00,565.10,583.10,566.55,16.55,2.92
Fortis Health,701.00,663.25,685.55,667.20,18.35,2.75
Nippon,655.00,615.50,638.70,622.70,16.00,2.57
DLF,684.90,655.70,674.30,658.85,15.45,2.34
Bharti Airtel,"1,876.90","1,827.00","1,864.50","1,823.80",40.70,2.23
GlaxoSmithKline,"3,045.00","2,884.80","2,964.60","2,902.20",62.40,2.15
Sobha,"1,334.00","1,277.20","1,322.10","1,294.40",27.70,2.14
Raymond,"1,569.70","1,492.00","1,527.30","1,496.40",30.90,2.06
SBI Life Insura,"1,772.50","1,718.50","1,765.80","1,730.10",35.70,2.06
Phoenix Mills,"1,689.90","1,633.00","1,664.50","1,632.40",32.10,1.97
Rainbow Child,"1,417.80","1,352.50","1,381.70","1,357.30",24.40,1.8
LT Technology,"4,297.00","4,150.00","4,257.10","4,185.20",71.90,1.72
JB Chemicals,"1,633.00","1,564.10","1,612.40","1,585.50",26.90,1.7
JB Chemicals,"1,633.00","1,564.10","1,612.40","1,585.50",26.90,1.7
Alkem Lab,"5,165.90","5,041.00","5,116.00","5,030.80",85.20,1.69
Global Health,"1,205.00","1,171.50","1,197.20","1,177.80",19.40,1.65
Aurobindo Pharm,"1,235.00","1,212.00","1,229.10","1,209.60",19.50,1.61
Oil India,414.00,397.80,410.75,404.45,6.30,1.56
PB Fintech,"1,653.20","1,583.00","1,625.30","1,600.60",24.70,1.54
IOC,139.90,136.45,137.86,135.78,2.08,1.53
ICICI Prudentia,621.90,601.30,614.35,605.25,9.10,1.5
Power Grid Corp,310.00,301.90,307.45,302.95,4.50,1.49
Sun Pharma,"1,838.90","1,803.30","1,832.30","1,805.50",26.80,1.48
Mahanagar Gas,"1,374.00","1,307.00","1,346.10","1,326.90",19.20,1.45
Brigade Ent,"1,042.50",996.20,"1,028.60","1,014.10",14.50,1.43
INDUS TOWERS,409.35,397.70,408.20,402.60,5.60,1.39
Lupin,"2,117.00","2,070.90","2,095.60","2,067.10",28.50,1.38
Page Industries,"45,875.00","44,800.00","45,615.00","45,000.00",615.00,1.37
Oberoi Realty,"1,674.70","1,606.30","1,641.60","1,620.50",21.10,1.3
CRISIL,"4,530.00","4,365.00","4,452.70","4,396.20",56.50,1.29
MRF,"135,600.00","132,000.00","134,505.00","132,805.00","1,700.00",1.28
Petronet LNG,317.50,308.70,313.75,309.80,3.95,1.28
Emcure Pharmace,"1,048.50","1,000.40","1,021.90","1,009.10",12.80,1.27
APL Apollo,"1,639.80","1,600.20","1,619.80","1,600.20",19.60,1.22
CESC,161.88,157.36,159.01,157.17,1.84,1.17
United Spirits,"1,569.00","1,536.10","1,563.90","1,545.90",18.00,1.16
Fert and Chem,782.30,743.00,765.95,757.45,8.50,1.12
ICICI Lombard ,"1,890.70","1,847.20","1,876.50","1,856.10",20.40,1.1
Ambuja Cements,546.20,533.05,539.70,533.95,5.75,1.08
Jio Financial,263.30,255.20,260.42,257.63,2.79,1.08
Honeywell Autom,"34,600.00","33,880.00","34,520.00","34,165.00",355.00,1.04
Jubilant Food,725.95,705.75,715.40,708.30,7.10,1
Bosch,"29,685.00","29,065.00","29,455.00","29,165.00",290.00,0.99
Mazagon Dock,"3,150.00","2,955.00","3,057.60","3,027.90",29.70,0.98
