company_name,high,low,last_price,prev_close,change,percent_gain
Newgen Software,970.00,831.65,941.70,834.10,107.60,12.9
Tanla Platforms,685.90,600.10,672.10,602.15,69.95,11.62
Godfrey Phillip,"9,881.50","9,361.50","9,874.50","8,983.50",891.00,9.92
Chambal Fert,569.80,531.00,567.50,532.15,35.35,6.64
New India Assur,205.00,187.58,198.56,187.51,11.05,5.89
Sundaram Fin,"4,670.00","4,431.50","4,646.10","4,459.20",186.90,4.19
BLS Internation,402.80,381.15,399.55,384.40,15.15,3.94
UNO Minda,"1,110.00","1,053.40","1,103.10","1,062.10",41.00,3.86
Solar Ind,"14,957.00","14,264.00","14,920.00","14,366.00",554.00,3.86
Firstsource Sol,357.20,339.05,356.20,343.90,12.30,3.58
Vishal Mega Mar,147.30,142.12,146.62,141.68,4.94,3.49
Fert and Chem,983.00,938.05,968.60,936.30,32.30,3.45
India Cements,374.20,359.30,373.25,361.50,11.75,3.25
Radico Khaitan,"2,924.10","2,805.30","2,887.10","2,798.30",88.80,3.17
Sarda Energy,555.90,515.10,540.30,524.25,16.05,3.06
Sarda Energy,555.90,515.10,540.30,524.25,16.05,3.06
Dr Lal PathLab,"3,214.00","3,101.00","3,194.40","3,100.00",94.40,3.05
Coromandel Int,"2,629.50","2,541.50","2,619.00","2,542.20",76.80,3.02
Authum Invest,"2,897.90","2,776.10","2,876.20","2,793.20",83.00,2.97
Siemens,"3,090.10","3,006.20","3,081.00","2,993.60",87.40,2.92
Mazagon Dock,"2,857.00","2,774.20","2,847.80","2,767.20",80.60,2.91
Mazagon Dock,"2,857.00","2,774.20","2,847.80","2,767.20",80.60,2.91
Motherson SWI,39.77,38.10,39.35,38.24,1.11,2.9
BHEL,249.00,243.00,248.25,241.43,6.82,2.82
CG Power ,681.65,660.25,680.25,662.25,18.00,2.72
DOMS Industries,"2,431.50","2,348.00","2,426.00","2,365.40",60.60,2.56
Aster DM Health,604.00,582.40,600.35,585.95,14.40,2.46
AIA Engineering,"3,153.90","3,066.00","3,142.00","3,069.30",72.70,2.37
AFFLE 3I,"1,969.90","1,905.60","1,958.80","1,913.80",45.00,2.35
Tata Inv Corp,"7,630.00","7,075.50","7,138.00","6,976.00",162.00,2.32
Schaeffler Ind,"4,184.80","4,046.60","4,151.70","4,058.10",93.60,2.31
Rashtriya Chem,154.96,150.59,153.59,150.15,3.44,2.29
Alivus Life,"1,011.00",957.10,986.70,965.70,21.00,2.17
J. K. Cement,"7,064.50","6,790.00","6,928.00","6,784.00",144.00,2.12
NHPC,85.45,83.50,85.23,83.49,1.74,2.08
Saregama India,483.80,472.00,480.80,471.15,9.65,2.05
Jindal Steel,"1,003.20",978.00,999.80,980.20,19.60,2
IndusInd Bank,848.70,810.05,819.15,804.05,15.10,1.88
Max Healthcare,"1,280.00","1,237.50","1,273.90","1,250.40",23.50,1.88
ZFCVINDIA,"13,640.00","13,219.00","13,604.00","13,353.00",251.00,1.88
Home First,"1,285.00","1,247.50","1,280.00","1,256.80",23.20,1.85
Titan Company,"3,443.00","3,348.00","3,418.20","3,356.30",61.90,1.84
Godawari Power,201.90,195.50,199.97,196.40,3.57,1.82
Godawari Power,201.90,195.50,199.97,196.40,3.57,1.82
PVR INOX,"1,038.90","1,011.45","1,036.20","1,017.85",18.35,1.8
Poonawalla Fin,440.50,424.20,438.40,431.10,7.30,1.69
Mah Seamless,705.00,665.05,685.50,674.20,11.30,1.68
Nuvama Wealth,"7,178.00","6,895.00","6,993.00","6,879.50",113.50,1.65
Emcure Pharmace,"1,443.00","1,415.00","1,433.90","1,410.90",23.00,1.63
