company_name,high,low,last_price,prev_close,change,percent_gain
Data Patterns,"1,689.90","1,417.50","1,628.25","1,421.10",207.15,14.58
Triveni Turbine,639.00,535.75,613.50,535.75,77.75,14.51
Inox Wind,173.53,152.64,170.75,153.19,17.56,11.46
Shyam Metalics,829.00,755.40,824.20,758.30,65.9,8.69
Sun Pharma Adv,142.25,125.92,136.60,126.05,10.55,8.37
Anant Raj,508.85,461.35,501.20,464.20,37,7.97
Garden Reach Sh,"1,399.00","1,289.55","1,385.15","1,297.20",87.95,6.78
Apar Ind,"6,217.35","5,650.00","6,106.60","5,722.55",384.05,6.71
Bharat Dynamics,"1,148.60","1,057.30","1,135.20","1,065.65",69.55,6.53
Bharat Dynamics,"1,148.60","1,057.30","1,135.20","1,065.65",69.55,6.53
Aadhar Housing ,433.10,398.05,426.70,400.85,25.85,6.45
KSB Pumps,692.00,640.25,685.90,645.65,40.25,6.23
KSB Pumps,692.00,640.25,685.90,645.65,40.25,6.23
Jyoti CNC Auto,977.70,902.65,966.70,911.65,55.05,6.04
Zee Entertain,104.75,98.29,103.97,98.18,5.79,5.9
Suzlon Energy,56.94,51.60,54.92,52.10,2.82,5.41
TITAGARH,784.05,716.00,759.00,720.55,38.45,5.34
ITI,267.18,252.00,267.18,254.46,12.72,5
Kaynes Tech,"4,498.00","4,245.00","4,457.05","4,249.10",207.95,4.89
SignatureGlobal,"1,068.75","1,013.50","1,062.20","1,015.05",47.15,4.65
KFin Tech,934.00,867.85,929.55,888.90,40.65,4.57
BASF,"4,841.55","4,550.05","4,781.70","4,582.00",199.7,4.36
Valor Estate,135.50,128.26,133.82,128.26,5.56,4.33
Mazagon Dock,"2,352.95","2,223.70","2,338.20","2,242.40",95.8,4.27
Mazagon Dock,"2,352.95","2,223.70","2,338.20","2,242.40",95.8,4.27
Jubilant Ing.,712.00,655.00,686.15,658.30,27.85,4.23
Alembic Pharma,862.00,805.00,844.65,811.35,33.3,4.1
GE Shipping,910.00,874.00,906.50,872.55,33.95,3.89
Can Fin Homes,632.05,607.95,629.60,606.20,23.4,3.86
Mahindra Life,347.30,327.75,343.55,330.95,12.6,3.81
Jaiprakash Pow,14.28,13.61,14.15,13.64,0.51,3.74
Cochin Shipyard,"1,355.00","1,278.15","1,335.85","1,288.20",47.65,3.7
Cochin Shipyard,"1,355.00","1,278.15","1,335.85","1,288.20",47.65,3.7
