company_name,high,low,last_price,prev_close,change,percent_gain
Whirlpool,"1,400.00","1,252.00","1,370.00","1,237.80",132.2,10.68
Bombay Burmah,"2,088.00","1,896.00","1,999.70","1,887.70",112,5.93
Adani Power,168.00,156.77,165.98,157.37,8.61,5.47
SBFC Finance,113.95,107.17,112.83,107.91,4.92,4.56
Delhivery,466.50,446.10,465.35,446.80,18.55,4.15
Asian Paints,"2,544.00","2,421.00","2,507.80","2,409.70",98.1,4.07
Radico Khaitan,"3,130.00","2,996.50","3,116.00","2,997.90",118.1,3.94
Bharti Hexacom,"1,826.20","1,748.90","1,816.20","1,750.40",65.8,3.76
PG Electroplast,592.95,567.10,588.25,568.85,19.4,3.41
Kansai Nerolac,256.89,245.25,253.26,245.16,8.1,3.3
Laurus Labs,902.00,870.45,901.00,872.85,28.15,3.23
Nippon,939.00,887.00,914.70,887.20,27.5,3.1
Ola Electric,57.95,55.00,57.08,55.38,1.7,3.07
Asahi India,947.40,909.05,940.00,913.70,26.3,2.88
Godawari Power,258.56,241.25,249.60,242.85,6.75,2.78
Data Patterns,"2,890.00","2,725.00","2,806.80","2,731.70",75.1,2.75
Star Health,508.60,490.65,503.95,490.45,13.5,2.75
Godfrey Phillip,"3,451.90","3,310.20","3,404.90","3,316.30",88.6,2.67
M&M,"3,656.00","3,560.10","3,656.00","3,560.80",95.2,2.67
Muthoot Finance,"3,377.90","3,277.90","3,350.90","3,268.50",82.4,2.52
Rainbow Child,"1,362.00","1,325.10","1,348.80","1,317.00",31.8,2.41
Bharat Dynamics,"1,570.00","1,492.10","1,540.00","1,504.90",35.1,2.33
Emami,553.80,538.10,551.50,538.95,12.55,2.33
Max Healthcare,"1,212.80","1,178.70","1,202.70","1,175.30",27.4,2.33
Bharti Airtel,"2,034.30","1,970.30","2,012.00","1,967.40",44.6,2.27
Berger Paints,545.80,531.00,544.90,532.90,12,2.25
MM Financial,305.40,292.85,299.90,293.30,6.6,2.25
TVS Motor,"3,658.00","3,575.50","3,654.00","3,576.50",77.5,2.17
Atul,"6,149.00","5,830.50","5,952.00","5,828.00",124,2.13
SJVN,91.25,87.89,90.80,88.97,1.83,2.06
Zen Tech,"1,392.00","1,347.00","1,376.60","1,349.70",26.9,1.99
SUMITOMO,532.00,515.05,527.80,517.70,10.1,1.95
IndusInd Bank,761.00,734.50,752.80,739.50,13.3,1.8
Netweb,"3,925.90","3,738.10","3,824.00","3,760.20",63.8,1.7
Sun Pharma,"1,692.00","1,656.70","1,686.80","1,659.00",27.8,1.68
HUL,"2,615.00","2,560.00","2,603.70","2,561.50",42.2,1.65
UTI AMC,"1,409.00","1,370.40","1,401.00","1,378.50",22.5,1.63
HBL Eng,963.90,915.75,936.05,921.45,14.6,1.58
APTUS VALUE,312.00,303.45,309.95,305.15,4.8,1.57
APL Apollo,"1,764.80","1,711.50","1,755.20","1,728.00",27.2,1.57
Lemon Tree,167.00,164.00,166.12,163.57,2.55,1.56
ITC,413.85,405.25,411.40,405.15,6.25,1.54
Dabur India,511.65,499.60,508.35,500.75,7.6,1.52
ICICI Prudentia,598.45,583.00,595.75,587.00,8.75,1.49
TATA Cons. Prod,"1,173.50","1,142.50","1,166.00","1,149.30",16.7,1.45
GE Vernova TD,"3,009.00","2,930.90","2,959.60","2,917.90",41.7,1.43
Torrent Pharma,"3,603.50","3,505.50","3,584.30","3,533.80",50.5,1.43
Godrej Prop,"2,264.00","2,182.40","2,236.20","2,205.30",30.9,1.4
Nestle,"1,311.60","1,261.30","1,294.50","1,276.60",17.9,1.4
Indian Bank,783.10,756.50,781.50,771.05,10.45,1.36
ICICI Bank,"1,439.60","1,410.90","1,436.60","1,417.30",19.3,1.36
Brigade Ent,990.00,964.00,980.85,967.75,13.1,1.35
JSW Holdings,"17,768.00","16,931.00","17,150.00","16,922.00",228,1.35
LT Foods,423.00,410.55,419.20,413.70,5.5,1.33
JB Chemicals,"1,700.70","1,662.00","1,693.40","1,671.30",22.1,1.32
Reliance,"1,423.30","1,399.10","1,416.80","1,398.30",18.5,1.32
DCM Shriram,"1,243.50","1,210.10","1,234.40","1,218.50",15.9,1.3
Marico,739.50,726.95,735.15,725.70,9.45,1.3
Godrej Consumer,"1,146.50","1,120.70","1,134.50","1,120.10",14.4,1.29
Inox India,"1,199.70","1,176.80","1,199.70","1,184.40",15.3,1.29
Bajaj Holdings,"12,681.00","12,325.00","12,660.00","12,501.00",159,1.27
Dr Reddys Labs,"1,262.00","1,238.10","1,255.90","1,240.20",15.7,1.27
Eicher Motors,"7,099.00","6,988.00","7,073.00","6,988.00",85,1.22
